finding,severity,target,remediation,tools_used,cvss,signature,novel
Missing RBAC Allows Any Customer to Enumerate All Users,high,OWASP Juice Shop REST user collection API on port 3000,Require administrator authorization for /api/Users and restrict returned fields to the minimum necessary.,,8.1,"T1190, T1087, T1552",no
Password Change Does Not Require Current Password,high,OWASP Juice Shop account API on 10.10.0.21:3000,Require the current password or step-up authentication before accepting a password change.,,8.1,"T1539, T1098",no
Any Authenticated Customer Can Retrieve Full User Database,high,OWASP Juice Shop Users API on 10.10.0.21:3000,Enforce administrator role checks for user-list endpoints and return only self data to normal customers.,,8.1,"T1190, T1530",no
Cross-account basket read IDOR,high,OWASP Juice Shop 14.5.1,Enforce object ownership by filtering basket queries on both basket id and authenticated user id.,,8.1,"T1190, T1530",no
Low-privileged users can dump authentication details and reusable JWTs,critical,OWASP Juice Shop 14.5.1,Restrict authentication-detail exports to authorized administrators and never serialize reusable tokens or secrets.,,9.8,"T1190, T1552, T1078",no
Password change does not require current password,high,OWASP Juice Shop 14.5.1,"Require the current password, use POST with CSRF protection, and reject changes unless current-password verification succeeds.",,8.1,"T1190, T1098",no
SQL injection login bypass returns admin JWT,critical,OWASP Juice Shop 14.5.1,Replace string-concatenated SQL with parameterized queries/ORM predicates and add login SQLi regression tests.,,9.8,"T1190, T1059",no
JWT Signature Verification Bypass via alg=none,critical,OWASP Juice Shop 20.0.0 API on 10.10.0.21:3000,Configure JWT verification to require a trusted key and an explicit allow-list of strong algorithms; never accept alg=none in production.,,9.8,"T1190, T1550.003",no
Encoded coupon backup exposed via FTP bypass,low,OWASP Juice Shop FTP artifact server:3000,"Remove backup files from public directories, reject encoded null-byte path tricks, and do not rely on reversible encoding for secrets.",,3.7,T1552.001,no
Unauthenticated User Registration Mass Assignment to Admin Role,critical,OWASP Juice Shop 14.5.1 / user registration API:3000,Whitelist assignable registration fields server-side and force role/customer state independent of client input.,,9.8,"T1190, T1068, T1098",no
Unauthenticated Administrative Application Configuration Disclosure,medium,OWASP Juice Shop admin configuration API on port 3000,Require admin authentication for full configuration and serve only sanitized public configuration to unauthenticated clients.,,6.5,"T1592, T1190",no
Unauthenticated registration role mass assignment creates admin accounts,critical,OWASP Juice Shop 14.5.1 user registration API:3000,Use a strict allowlist for registration input and assign role/customer privileges only on the server side.,,9.8,"T1190, T1136",no
Unauthenticated Disclosure of Premium Encryption Key,high,OWASP Juice Shop static encryption key exposure on port 3000,"Remove key files from the web root, rotate the exposed premium key, and load secrets only from a server-side secret manager or environment variable.",,7.5,"T1552, T1190",no
FTP poisoned-null-byte allow-list bypass exposes blocked source/config artifacts,medium,OWASP Juice Shop 14.5.1 on Node.js/Express:3000,Reject encoded null bytes/path tricks before extension checks and never serve backup/source artifacts from a public directory.,,6.5,"T1083, T1552",no
Exposed JWT public key enables HS256 administrator token forgery,critical,OWASP Juice Shop 14.5.1 JWT authentication:3000,"Pin JWT verification to RS256, reject algorithm switching, and remove public key material from browseable directories where possible.",,9.8,"T1552, T1190, T1606",no
JWT Not Revoked After Password Change,medium,OWASP Juice Shop 14.5.1 / JWT session management:3000,Include a per-user token version or passwordChangedAt claim in JWTs and increment it on password reset/change; shorten JWT lifetime.,,6.8,"T1550, T1098",no
Basket IDOR allows cross-account basket access,high,OWASP Juice Shop / Node.js Express on 10.10.0.21:3000,Check that the authenticated user's ID owns the requested basket before returning it; return 403 for cross-account access and add BOLA regression tests.,,8.1,"T1190, T1098",no
Unauthenticated XXE local file disclosure in file upload,high,OWASP Juice Shop 14.5.1 file-upload endpoint:3000,"Disable DTD and external-entity resolution in XML parsers, reject XML containing DOCTYPE/ENTITY, and avoid reflecting parsed upload content in error pages.",,7.5,"T1190, T1005",no
JWT sessions remain valid after password change,medium,OWASP Juice Shop 14.5.1,Bind JWT validity to a server-side token version or passwordChangedAt timestamp and revoke existing sessions on password change.,,6.5,"T1078, T1550",no
JWT Not Invalidated After Password Change,medium,OWASP Juice Shop session/JWT handling on port 3000,"Invalidate all existing sessions/tokens on password change using token versioning or a revocation list, and shorten JWT lifetime.",,6.8,"T1078, T1550",no
State-Changing B2B Order Creation with Forged Unsigned JWT,critical,OWASP Juice Shop 20.0.0 B2B API on 10.10.0.21:3000,Apply centralized JWT verification with an explicit algorithm allow-list to B2B routes and reject unsigned tokens before order processing.,,9.1,"T1190, T1550.003",no
Unauthenticated security-question disclosure enables user enumeration,medium,OWASP Juice Shop 14.5.1 password reset flow:3000,Do not disclose recovery questions or account existence before verifying user control; use generic reset initiation responses and rate limiting.,,5.3,"T1589, T1110",no
JWT public-key confusion allows forged admin tokens,critical,OWASP Juice Shop 6.2.0-SNAPSHOT / Node.js Express JWT auth:3000,"Pin allowed JWT algorithms to RS256, reject alg=none/HS256 for RSA keys, rotate signing keys, and stop exposing key material from web-accessible paths.",,9.8,"T1190, T1552",no
Unauthenticated SQL injection in login returns admin JWT,critical,OWASP Juice Shop 6.2.0-SNAPSHOT / /rest/user/login:3000,Use parameterized queries/ORM bind variables for login lookups and add server-side input validation.,,9.8,T1190,no
Textbook RSA encryption permits offline decryption of protected announcement,medium,OWASP Juice Shop FTP artifacts / encrypt.pyc and announcement_encrypted.md:3000,"Replace raw RSA with authenticated encryption, or RSA-OAEP only for encrypting random symmetric keys.",,5.3,T1552,no
Premium key exposed over unauthenticated HTTP,medium,OWASP Juice Shop encryption key static file service:3000,"Remove key files from the web root, rotate the exposed key, and store secrets server-side only.",,5.3,T1552.001,no
JWT Sessions Remain Valid After Password Change,medium,OWASP Juice Shop / Node.js Express on 10.10.0.21:3000,Invalidate all existing sessions on password change by tracking token versions or passwordChangedAt and checking them on every JWT-authenticated request.,,6.5,T1078,no
Package metadata backup exposed via FTP poisoned-null-byte bypass,medium,OWASP Juice Shop 6.2.0-SNAPSHOT /ftp static file listing:3000,"Disable directory listing, remove backup files from the web root, normalize/decode paths before validation, and reject null-byte sequences.",,5.3,"T1083, T1552",no
Exposed Premium Key Enables Free Deluxe Membership Upgrade,high,OWASP Juice Shop 14.5.1 / deluxe membership API:3000,Remove premium.key from the web root and bind deluxe upgrades to server-side payment verification rather than bearer tokens.,,8.1,"T1190, T1552, T1098",no
Mass Assignment Allows Unauthenticated Admin Account Creation,critical,OWASP Juice Shop user registration API on port 3000,"Implement server-side field allow-listing for registration, force role to customer, and audit/remove any admin accounts created through mass assignment.",,9.8,"T1190, T1098, T1078",no
JWTs Remain Valid After Password Change,medium,OWASP Juice Shop session/JWT handling on 10.10.0.21:3000,Track passwordChangedAt/tokenVersion and reject tokens issued before the latest credential change.,,6.5,"T1528, T1539",no
Exposed textbook RSA encryption artifact allows decryption of confidential announcement,medium,OWASP Juice Shop 14.5.1 static /ftp artifacts:3000,"Remove sensitive crypto artifacts from the public /ftp directory and use randomized authenticated encryption, e.g. AES-GCM with RSA-OAEP key wrapping, instead of textbook RSA.",,6.5,"T1552, T1020",no
Exposed Premium Key Enables Unauthorized Deluxe Membership Activation,high,OWASP Juice Shop 20.0.0 on 10.10.0.21:3000,"Remove exposed keys from public routes, rotate the premium key, and validate membership activation using server-side one-time secrets or completed payment state.",,8.1,"T1552.001, T1190",no
FTP Download Allow-List Bypass Exposes Backup Files,medium,OWASP Juice Shop /ftp static file route on port 3000,"Reject encoded null bytes, canonicalize paths before extension checks, and remove backup/source files from public directories.",,6.5,"T1190, T1083, T1592",no
Password change does not require current password,medium,OWASP Juice Shop / Node.js Express on 10.10.0.21:3000,"Require the current password for password changes, move secrets out of query strings by using POST body fields, and omit password hashes from API responses.",,6.5,"T1098, T1078",no
JWT payload discloses password hash and sensitive user fields,medium,OWASP Juice Shop 14.5.1 login/JWT issuance:3000,"Issue minimal JWT claims and exclude password hashes, TOTP secrets, tokens, and other sensitive model fields from all client-visible auth material.",,5.9,T1552,no
Exposed Premium Key Enables Free Deluxe Membership Activation,high,OWASP Juice Shop encryption keys and deluxe membership API on 10.10.0.21:3000,Remove premium.key from the web root and replace key-based activation with server-side payment verification.,,8.1,"T1552.001, T1190",no
Unauthenticated Registration Accepts role=admin Mass Assignment,critical,OWASP Juice Shop user registration API on 10.10.0.21:3000,Use an explicit allow-list of registration fields and force role=customer server-side for self-service signups.,,9.8,"T1190, T1098",no
JWT payload discloses user password hash,medium,OWASP Juice Shop authentication API:3000,"Remove password, totpSecret, and other sensitive database columns from JWT claims; issue minimal tokens containing only authorization claims.",,6.5,"T1552.001, T1110.002",no
Double-encoded null-byte bypass exposes blocked /ftp backup artifacts,medium,OWASP Juice Shop 14.5.1 / Express static file download handler:3000,Normalize and repeatedly decode filenames before validation; reject null bytes and serve files only by safe basename and strict extension allowlist.,,6.5,"T1083, T1552",no
Public RSA key exposed and accepted as HS256 HMAC secret for admin JWT forgery,critical,OWASP Juice Shop 14.5.1 JWT authentication:3000,Do not publish JWT key material and enforce a server-side algorithm allowlist such as RS256 only; never trust the token-selected algorithm.,,9.8,"T1552, T1606, T1190",no
Unsigned alg=none JWT grants privileged API access,critical,OWASP Juice Shop 14.5.1 JWT authentication:3000,Disable alg=none and enforce an explicit expected signing algorithm and issuer/audience validation for all JWT verification paths.,,9.8,"T1606, T1190",no
Password Recovery Question Enumeration,medium,OWASP Juice Shop password recovery API on port 3000,"Avoid exposing recovery questions by email lookup, return uniform responses, and require a verified reset flow with rate limiting.",,5.3,"T1589, T1110",no
SQL injection authentication bypass in login endpoint,critical,OWASP Juice Shop 14.5.1 /rest/user/login:3000,Replace string-concatenated SQL with ORM parameter binding/prepared statements and validate login inputs.,,9.8,"T1190, T1059",no
Unauthenticated premium.key secret exposure,medium,OWASP Juice Shop 14.5.1 static encryptionkeys directory:3000,"Remove secrets from public static directories, rotate the exposed key, and load secrets only from a secret manager or protected environment variables.",,6.5,"T1552.001, T1190",no
