finding,severity,target,remediation,tools_used,cvss,signature,novel
CSRF on public WebGoat registration permits attacker-controlled account creation,medium,OWASP WebGoat 2025.3 registration / Spring Security on Apache Tomcat 10.1.36,Enable Spring Security CSRF protection for registration and require a valid CSRF token on all state-changing form submissions.,,6.5,"T1185, T1136",no
JWT alg=none bypass accepted by WebGoat JWT voting endpoint,medium,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,Reject alg=none and enforce a fixed server-side signing algorithm/key before evaluating authorization claims.,,6.5,"T1550.001, T1606",no
JWT KID Header Processing Leaks Full Stack Traces and File-Key Handling Errors,medium,OWASP WebGoat 2025.3 JWT KID Endpoint / Spring Boot on Apache Tomcat 10.1.36,"Allow-list JWT key IDs, never resolve `kid` from untrusted paths, return generic JWT errors, and disable stack traces in HTTP error responses.",,5.3,"T1082, T1552.002",no
WebGoat JWT Voting accepts unsigned alg=none admin tokens,medium,OWASP WebGoat 2025.3 JWT Lesson API on Apache Tomcat 10.1.36,Disable alg=none/unsigned JWT parsing and enforce an allow-list of signed algorithms with verified keys before consuming claims.,,6.5,"T1550.001, T1606",no
WebWolf uploaded files are world-readable and cross-account accessible by predictable URL,medium,OWASP WebWolf 2025.3 file hosting / Spring Security on Apache Tomcat 10.1.36,"Enforce authentication and object ownership checks on /WebWolf/files/{username}/{filename}, or issue unguessable per-file access tokens if public hosting is intended.",,6.5,"T1530, T1083, T1539",no
Direct phone-home endpoint call bypasses DOM-XSS lesson workflow,low,OWASP WebGoat 2025.3 CrossSiteScripting lesson on Apache Tomcat 10.1.36,"Require per-session, server-generated proof for lesson completion instead of fixed public AJAX parameters.",,3.7,T1190,no
JWT alg=none accepted for voting authorization,high,OWASP WebGoat 2025.3 JWT Lesson API on Apache Tomcat 10.1.36,Pin JWT verification algorithms and reject unsigned `alg=none` tokens before claim processing.,,8.1,"T1550.001, T1606",no
JWT kid header traversal reaches key resolver and exposes verbose stack trace,medium,OWASP WebGoat 2025.3 JWTHeaderKIDEndpoint / Spring Boot on Apache Tomcat 10.1.36,Resolve kid only through a strict server-side allowlist and disable verbose stack traces in HTTP error responses.,,5.3,"T1082, T1190",no
Unauthenticated Spring Boot Actuator Exposes WebGoat Runtime Topology Metadata,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Restrict actuator exposure to the minimum required endpoints and require authenticated administrative access for all management endpoints.,,5.3,"T1082, T1590.004, T1552.002",no
Cleartext HTTP Exposes WebGoat and WebWolf Authentication Surfaces,medium,OWASP WebGoat/WebWolf on Apache Tomcat:8080,"Enable TLS, redirect HTTP to HTTPS, and mark authentication cookies Secure and SameSite.",,5.3,"T1557, T1040, T1539",no
WebGoat JWT JKU trusts attacker-controlled WebWolf JWKS URL,critical,OWASP WebGoat 2025.3 JWT JKU Lesson API + WebWolf file hosting on Apache Tomcat 10.1.36,Pin/allowlist JWKS sources and never fetch verification keys from attacker-controlled JWT header URLs.,,9.1,"T1550.001, T1606, T1105",no
WebGoat Loads Known-Vulnerable jQuery 2.1.4 and jQuery UI 1.10.3 Libraries,medium,OWASP WebGoat 2025.3 client UI / RequireJS on Apache Tomcat 10.1.36,"Upgrade jQuery to >=3.5.0 (prefer latest 3.7.x), jQuery UI to >=1.13.0, remove legacy vulnerable aliases, and sanitize all HTML sink inputs.",,6.1,"CVE-2019-11358, CVE-2020-11022, CVE-2020-11023",no
WebWolf file upload serves arbitrary active HTML content,medium,OWASP WebWolf 2025.3 file upload on Apache Tomcat 10.1.36,"Serve user uploads as downloads or from a sandboxed, non-trusted origin with strict MIME and CSP controls.",,5.4,"T1105, T1189",no
JWT voting tokens signed with weak hard-coded HS512 secret `victory`,medium,OWASP WebGoat 2025.3 JWT voting lesson / Spring Boot on Apache Tomcat 10.1.36,"Replace the hard-coded JWT HMAC secret with a high-entropy secret from a secret manager, rotate tokens, and enforce least-privilege claim validation server-side.",,6.5,"T1552.001, T1550.003",no
JWT `kid` header key-path injection reaches server-side signing-key resolver,medium,OWASP WebGoat 2025.3 JWT kid lesson / Spring Boot on Apache Tomcat 10.1.36,"Treat `kid` as an opaque identifier, resolve it only from a server-side allowlist/keystore, reject path characters, and suppress verbose exception traces.",,6.5,"T1552.001, T1190",no
Reachable DOM XSS in WebGoat Backbone #test/:param Route,medium,OWASP WebGoat 2025.3 client UI / Backbone on Apache Tomcat 10.1.36,Remove the debug #test route from production and replace .html() with .text() or sanitized rendering for any untrusted route parameter.,,6.1,"T1189, T1059.007",no
Unauthenticated Chromium Renderer Enables Browser-Based Internal Network Pivot,high,Headless Chromium Renderer REST API:3301,"Require authentication on the renderer API, enforce an allowlist of renderable hosts, block private/link-local/loopback ranges by default, and isolate browser egress.",,8.6,"T1090, T1190, T1590.004",no
Unauthenticated Spring Boot Actuator Discovery Index Exposure,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Restrict Actuator endpoints to authenticated administrators or a private management interface and expose only health/info publicly.,,5.3,"T1590.004, T1082",no
Unauthenticated Actuator Health Leaks Database Engine and Filesystem Path,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator health on Apache Tomcat 10.1.36,Set health details to when_authorized/never and require authentication for detailed health components.,,5.3,"T1082, T1590.004",no
Unauthenticated Actuator Env Exposes Runtime and Configuration Keyspace,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator env on Apache Tomcat 10.1.36,Disable /actuator/env or require administrator authentication and sanitize sensitive property names/values.,,5.3,"T1082, T1552.002",no
Unauthenticated Actuator ConfigProps Exposes Binding Metadata,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator configprops on Apache Tomcat 10.1.36,Disable configprops exposure in production or restrict it to authenticated administrative users.,,5.3,"T1082, T1590.004",no
JWT Voting Lesson Uses Weak Hard-Coded HS512 Secret,high,OWASP WebGoat 2025.3 JWT voting lesson on Apache Tomcat 10.1.36,"Use high-entropy server-managed signing keys, rotate compromised secrets, and never rely on client-supplied admin claims for authorization.",,8.1,"T1552.001, T1606, T1550.001",no
Missing Function-Level Access Control on Hidden Menu Completion Endpoint,medium,OWASP WebGoat 2025.3 Missing Function Access Control lesson on Apache Tomcat 10.1.36,"Enforce server-side authorization and lesson-state checks on hidden endpoints, not only UI visibility.",,6.5,"T1190, T1078.003",no
Authenticated WebGoat Lesson Endpoint Discloses Full Java Stack Traces,medium,OWASP WebGoat 2025.3 / Spring Boot error handling on Apache Tomcat 10.1.36,Disable stack trace exposure and return sanitized error responses for all application exceptions.,,5.3,T1082,no
WebGoat Session Cookie Issued Over HTTP Without Secure or SameSite,medium,OWASP WebGoat 2025.3 / Spring Security session management on Apache Tomcat 10.1.36,"Serve WebGoat only over HTTPS and set Secure, HttpOnly and SameSite=Lax/Strict on session cookies.",,6.1,"T1539, T1550.004",no
WebWolf Session Cookie Issued Over HTTP Without Secure or SameSite,medium,OWASP WebWolf 2025.3 / Spring Security session management on Apache Tomcat 10.1.36,Enable HTTPS and configure Secure plus SameSite=Lax/Strict on WEBWOLFSESSION cookies.,,6.1,"T1539, T1550.004",no
Tomcat URL Rewriting Leaks JSESSIONID in Redirect Location,medium,OWASP WebGoat 2025.3 / Apache Tomcat 10.1.36 session URL rewriting:8080,Disable URL-based session tracking and strip/reject ;jsessionid path parameters.,,5.4,"T1539, T1550.004",no
Tomcat Default Error Page Discloses Server Version,low,Apache Tomcat 10.1.36 hosting OWASP WebGoat/WebWolf:8080,Disable Tomcat server-info in error pages and serve generic application errors.,,3.7,"T1082, T1590.002",no
Public Registration Form Has No CSRF Token and Allows Cross-Site Account Creation,medium,OWASP WebGoat 2025.3 registration flow on Apache Tomcat 10.1.36,Require CSRF tokens and Origin/Referer validation on registration and all state-changing unauthenticated routes.,,6.5,"T1185, T1136",no
Public WebGoat JavaScript Exposes Internal Service Routes and Unsafe DOM Sink Patterns,low,OWASP WebGoat 2025.3 client-side Backbone/RequireJS assets:8080,Remove unnecessary source disclosures in production and replace .html() rendering of server/user-controlled content with safe text rendering or sanitization.,,3.9,"T1592.002, T1189",no
Obsolete jQuery and jQuery UI Libraries Served Publicly,low,OWASP WebGoat 2025.3 public JavaScript libraries: jQuery 2.1.4 and jQuery UI 1.10.3,Upgrade jQuery and jQuery UI to currently supported versions and retest client-side code for compatibility.,,4.3,CVE-2015-9251,no
Chromium Renderer Arbitrary file:// Local File Read,high,Headless Chromium Renderer REST API:3301,"Block file:// and all non-http(s) schemes in the renderer API, run Chromium in a restricted sandbox/profile, and require authenticated/authorized render requests.",,7.5,"T1005, T1083, T1190",no
Unauthenticated Multi-Step Chromium Session API Enables Browser Pivot and Same-Origin JavaScript Execution,critical,GENESIS Headless Chromium Renderer REST API:3301,"Require authentication and authorization for all renderer session endpoints, disable eval_js by default, restrict destinations with a strict allowlist, and isolate renderer egress from internal networks.",,9.1,"T1090, T1059.007, T1185",no
WebGoat authenticated session cookie lacks Secure and SameSite attributes on cleartext HTTP,medium,OWASP WebGoat 2025.3 / Spring Security on Apache Tomcat 10.1.36,Enable HTTPS and configure Secure plus SameSite=Strict/Lax for JSESSIONID.,,5.4,"T1539, T1550.004",no
WebGoat session cookies lack Secure and SameSite attributes on cleartext HTTP auth flows,medium,OWASP WebGoat 2025.3 / Spring Security on Apache Tomcat 10.1.36,Serve WebGoat only over HTTPS and set Secure plus SameSite=Lax/Strict on JSESSIONID.,,6.5,"T1539, T1550.004",no
JWT voting lesson accepts forged admin tokens signed with weak HS512 secret,high,OWASP WebGoat 2025.3 JWT Voting Lesson / Spring Boot on Apache Tomcat 10.1.36,Replace the hard-coded JWT HMAC key with a high-entropy server-side secret and do not trust client-supplied admin claims.,,8.1,"T1550.003, T1606",no
JWT voting endpoint accepts unsigned alg=none admin tokens,high,OWASP WebGoat 2025.3 JWT Voting Lesson / Spring Boot on Apache Tomcat 10.1.36,Configure the JWT library to require a fixed signed algorithm and reject alg=none tokens before claim evaluation.,,8.1,"T1550.003, T1606",no
"JWT voting access_token cookie lacks HttpOnly, Secure, and SameSite",medium,OWASP WebGoat 2025.3 JWT Voting Lesson / Spring Boot on Apache Tomcat 10.1.36,"Set HttpOnly, Secure and SameSite on the access_token cookie and avoid storing bearer tokens in JavaScript-readable cookies.",,6.5,"T1539, T1550.004",no
WebWolf session cookie lacks Secure and SameSite attributes,medium,OWASP WebWolf 2025.3 / Spring Security on Apache Tomcat 10.1.36,Serve WebWolf only over HTTPS and set Secure plus SameSite=Lax/Strict on WEBWOLFSESSION.,,6.1,"T1539, T1550.004",no
Unauthenticated WebGoat Spring Boot Actuator Exposes Topology and Runtime Metadata,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat:8080,"Restrict actuator exposure to minimal endpoints, require authentication for management endpoints, and disable env/configprops in production.",,6.5,"T1082, T1590.004, T1552.002",no
CSRF on Public Registration Creates Attacker-Chosen WebGoat Accounts,medium,OWASP WebGoat 2025.3 / Spring Boot on Apache Tomcat 10.1.36,Enable Spring Security CSRF protection for registration and require a server-generated CSRF token on all state-changing POST routes.,,6.5,"T1189, T1136",no
WebGoat JWT Voting Endpoint Accepts HS512 Admin Tokens Forged with Hard-Coded Secret,medium,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,"Replace the hard-coded JWT secret with a high-entropy managed secret, rotate existing tokens, and derive authorization from server-side roles rather than client JWT claims.",,6.5,"T1550.001, T1606",no
