finding,severity,target,remediation,tools_used,cvss,signature,novel
Unauthenticated Chromium renderer exposes browser-based internal pivot,high,Chromium renderer JSON HTTP service on 10.10.0.2,"Authenticate the renderer service, restrict destination URLs with strict allow-lists, and block access to internal/link-local/metadata networks from the renderer container.",,8.1,"T1090, T1190",no
Password Recovery Discloses Account Existence and Security Question,medium,OWASP Juice Shop / Node.js Express recovery API:3000,Use uniform recovery responses and avoid exposing per-user security questions before an out-of-band verification step.,,5.3,"T1589, T1110",no
JWT alg=none admin token forgery,critical,OWASP Juice Shop Express application:3000,Configure JWT verification to reject alg=none and only accept the expected asymmetric algorithm with issuer/audience validation.,,9.8,"T1190, T1550",no
JWT RS256-to-HS256 public-key confusion enables admin token forgery,critical,OWASP Juice Shop Express application:3000,Do not derive HMAC secrets from public keys; pin JWT verification to RS256 and reject HS* tokens.,,9.8,"T1190, T1550",no
JWT Sessions Remain Valid After Password Change,high,OWASP Juice Shop / Node.js Express JWT auth:3000,Add short JWT expirations and server-side revocation using a token version or passwordChangedAt check that is updated whenever credentials change.,,7.5,"T1550, T1528",no
Chromium renderer accepts file:// URLs enabling local file read,critical,Chromium renderer JSON HTTP service on 10.10.0.2,Require authentication on /render and enforce strict URL validation that allows only approved http/https destinations; explicitly reject file:// and other local schemes.,,9.1,"T1005, T1083",no
Authenticated IDOR exposes arbitrary user records via /api/Users/{id},high,OWASP Juice Shop Express application:3000,Authorize every /api/Users/{id} request against the authenticated subject or require an admin role.,,8.1,"T1190, T1530",no
Server-issued JWTs expose sensitive account secrets and omit expiration,high,OWASP Juice Shop Express API:3000,"Sign only minimal non-sensitive claims, add short exp/iss/aud validation, and keep password hashes/TOTP seeds exclusively server-side.",,8.1,"T1552.001, T1550.001",no
JWT Authorization Trusts Claims Without Subject Existence Check,critical,OWASP Juice Shop / Node.js Express JWT auth:3000,"On every authenticated request, validate the JWT signature and then load the subject from the database, rejecting nonexistent or inactive users and using server-side roles.",,9.1,"T1550, T1190",no
Password change endpoint omits current-password verification,high,OWASP Juice Shop Express application:3000,Require reauthentication/current-password verification for password changes and reject requests missing the current password.,,8.1,"T1190, T1098",no
Restricted FTP file download filter bypass via double-encoded poison null byte,high,OWASP Juice Shop FTP/static download handler:3000,"Canonicalize once, reject encoded/null-byte sequences, enforce an allowlisted basename/extension after decoding, and remove backup/source artifacts from the web-accessible directory.",,7.5,"T1190, T1552.001",no
Password change accepts omitted current password,high,OWASP Juice Shop password change API:3000,"Require the current password for password changes, validate repeat/new password consistency, and revoke all existing tokens after password updates.",,7.7,"T1110, T1539",no
JWTs are not revoked after password change,high,OWASP Juice Shop JWT/session management:3000,Track a per-user token version/session epoch and increment it on password change; also use short JWT lifetimes and refresh-token revocation.,,8.1,"T1528, T1550",no
Unauthenticated Web3 endpoint creates event listeners,medium,OWASP Juice Shop Web3 routes:3000,"Require authentication/authorization for listener creation, validate wallet addresses, rate-limit the route, and make listener creation idempotent per user/wallet.",,6.5,T1190,no
Order tracking path segment triggers unsafe evaluation SyntaxError,medium,OWASP Juice Shop order tracking API:3000,"Remove eval/string-built expressions, validate tracking IDs against a strict allowlist, use parameterized lookups, and suppress stack traces in production.",,6.5,T1190,no
Product review author spoofing via client-supplied author field,medium,OWASP Juice Shop product review API:3000,Ignore client-supplied author/UserId fields and derive review ownership solely from the authenticated principal.,,5.4,T1190,no
Unauthenticated XXE in file upload leaks local files,critical,OWASP Juice Shop file upload endpoint:3000,"Disable DTD/external entity expansion, reject XML with DOCTYPE/ENTITY declarations, and remove the deprecated upload route if not required.",,9.1,"T1190, T1005",no
SQL Injection Authentication Bypass in Login Flow,critical,OWASP Juice Shop 20.0.0 on 10.10.0.20:3000,Use parameterized queries/ORM predicates for credential lookup and add regression tests for SQL metacharacters in login identifiers.,,9.8,"T1190, T1078",no
Unsigned JWT alg=none Accepted for Administrator Access,critical,OWASP Juice Shop 20.0.0 JWT verifier on 10.10.0.20:3000,"Pin accepted JWT algorithms server-side, reject alg=none, require valid signatures, and enforce issuer/audience/expiry claims.",,9.8,"T1550.003, T1078",no
Broken Object Level Authorization Allows Customer JWT to Read Admin User Object,high,OWASP Juice Shop 20.0.0 user API on 10.10.0.20:3000,Enforce per-object ownership/role authorization on every user-object read and return only non-sensitive fields.,,8.1,"T1078, T1530",no
Password Change Does Not Require Current Password,high,OWASP Juice Shop 20.0.0 password-change flow on 10.10.0.20:3000,Require the current password or recent MFA-backed reauthentication before password changes and use POST with CSRF protections.,,7.5,"T1078, T1098",no
JWT Sessions Expose Sensitive Account Claims,medium,OWASP Juice Shop 20.0.0 JWT session handling on 10.10.0.20:3000,"Minimize JWT claims to non-sensitive identifiers, add short expiration, and rotate tokens after removing leaked fields.",,6.5,"T1552, T1530",no
Public static premium.key enables reusable deluxe membership authorization bypass,high,OWASP Juice Shop Express API:3000,"Remove premium.key from public static hosting, rotate the token, and require per-user server-side payment validation instead of a reusable global secret.",,8.1,"T1552.001, T1550.001",no
Unauthenticated XXE in deprecated B2B file upload discloses local files,high,OWASP Juice Shop 6.2.0-SNAPSHOT / libxmljs ~0.18,"Disable XML DTD/entity expansion, block DOCTYPE/ENTITY declarations, remove the deprecated upload route, and require authentication/authorization for any remaining upload endpoint.",,8.6,"T1190, T1005",no
Logout endpoints fail and JWT remains valid after logout,medium,OWASP Juice Shop Express application:3000,"Add server-side JWT revocation or short token TTL plus refresh-token rotation, and fix logout routes to return success only after invalidation.",,6.5,"T1550, T1528",no
JWT signature bypass via algorithm confusion and exposed verification key,critical,OWASP Juice Shop / Node.js Express JWT auth:3000,"Pin JWT verification to RS256 only, reject HS* tokens for RSA-backed issuers, rotate keys, and remove public key material from web-accessible static paths unless safely served via a proper JWKS endpoint with strict alg binding.",,9.8,"T1606.002, T1190",no
JWT alg=none administrator token accepted,critical,OWASP Juice Shop / Node.js Express JWT auth:3000,Upgrade JWT middleware if needed and configure it to reject alg=none and accept only the expected signed algorithm.,,9.8,"T1606.002, T1190",no
Basket IDOR exposes other customers' shopping baskets,high,OWASP Juice Shop Express application:3000,Enforce basket ownership checks for /rest/basket/{id} and all basket item operations.,,8.1,"T1190, T1530",no
JWT accepts unsigned alg=none administrator tokens,critical,OWASP Juice Shop Node.js/Express API:3000,"Pin accepted JWT algorithms to RS256, reject alg=none, validate issuer/audience/expiry, and load user privileges from server-side state rather than token claims.",,9.8,"T1190, T1552",no
JWT RS256-to-HS256 key confusion using exposed public key,critical,OWASP Juice Shop Node.js/Express API:3000,Restrict JWT verification to the intended asymmetric algorithm and remove public key material from static web paths unless required by a hardened JWKS flow.,,9.8,"T1190, T1552",no
Authentication SQL injection returns administrator JWT,critical,OWASP Juice Shop login API:3000,Use parameterized queries/ORM bindings for login lookups and never concatenate email/password input into SQL.,,9.8,"T1190, T1059",no
Product search SQL injection,high,OWASP Juice Shop product search API:3000,Parameterize the product search query and validate/escape search syntax independently of SQL composition.,,8.1,T1190,no
User object IDOR exposes administrator profile to low-privileged users,high,OWASP Juice Shop user API:3000,Enforce per-object ownership/role checks on /api/Users/:id and minimize fields returned to non-admin callers.,,8.1,"T1190, T1087",no
Basket IDOR allows cross-user basket access,high,OWASP Juice Shop basket API:3000,Bind basket lookups to the authenticated user's server-side user ID and return 403/404 for non-owned basket IDs.,,7.5,T1190,no
Password change does not verify current password,high,OWASP Juice Shop account API:3000,Require the correct current password for password changes and revoke existing sessions/tokens after password rotation.,,8.1,"T1098, T1190",no
Unauthenticated recovery question disclosure,medium,OWASP Juice Shop recovery API:3000,Do not return recovery questions pre-authentication; use a generic recovery initiation flow with rate limiting and anti-enumeration responses.,,5.3,T1087,no
Public reusable deluxe membership token upgrades arbitrary accounts,medium,OWASP Juice Shop deluxe membership API:3000,"Remove the public token file and replace reusable global tokens with one-time, user-bound, expiring payment tokens.",,6.5,T1190,no
Encoded null-byte path exposes compiled Python artifact,medium,OWASP Juice Shop FTP/static file service:3000,Remove source/bytecode artifacts from web roots and normalize/validate decoded paths before extension allow-list checks.,,5.3,"T1083, T1552",no
Authentication bypass via SQL injection in login email field,critical,OWASP Juice Shop on HTTP port 3000,Replace string-concatenated SQL with parameterized queries and validate email format server-side.,,9.8,"T1190, T1550",no
JWT alg=none authentication bypass,critical,OWASP Juice Shop JWT authentication on HTTP port 3000,Pin JWT verification to RS256 and reject alg=none or any algorithm not explicitly allowed.,,9.8,"T1550.001, T1190",no
JWT RS256-to-HS256 public-key algorithm confusion,critical,OWASP Juice Shop JWT authentication on HTTP port 3000,Strictly pin RS256 for verification and never use public keys as HMAC secrets.,,9.8,"T1550.001, T1190",no
Admin account creation via mass assignment in user registration,critical,OWASP Juice Shop REST API on HTTP port 3000,Use server-side allow-lists for writable fields and assign privileged roles only through trusted admin workflows.,,9.1,"T1190, T1098",no
User object IDOR exposes other users' records,high,OWASP Juice Shop REST API on HTTP port 3000,Add object-level authorization so users can only access their own records unless they are administrators.,,8.1,"T1190, T1087",no
Basket IDOR exposes other users' basket objects,medium,OWASP Juice Shop basket API on HTTP port 3000,Verify basket ownership on every basket read/write operation.,,6.5,T1190,no
Password change does not require current password,high,OWASP Juice Shop account management on HTTP port 3000,Require the current password or a fresh re-authentication step before password changes.,,7.5,"T1098, T1550",no
